names,clubs,ages,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,AerialsWon,MotM
Hwang Hee-Chan,Wolves,27,26,1115,0.6,0.1,0.9,0,0.2,0,0,6.36,3,2,0.8,0.5,0.6,0.8,0,0.8,1.2,12,78.4,0.1,0.2,0,0.2,0
Youssouf M'Changama,Auxerre,32,27,735,0.7,0.5,0.4,0,0.2,0,0,6.25,1,0,0.5,0.4,0.4,0.6,0,0.3,0.6,15.2,84.8,0.4,0.9,0.1,0.4,0
Ezequiel Ponce,Elche,26,29,1031,0.3,0,1,0,0.5,0,0,6.25,3,0,1,0.3,0.2,0.3,0.3,1,1.1,9.9,75.2,0,0.3,0,1.3,0
Oliver Burke,Werder Bremen,26,28,709,0.3,0,0.3,0,0,0,0,6.34,3,1,0.9,0.3,0.2,0.3,0.1,0.3,0.9,8.2,69.7,0.1,0.1,0,1.4,0
Fidel,Elche,33,18,1015,0.6,0.2,0.3,0,0.1,0,0,6.25,1,1,0.4,1,0.9,0.8,0.4,0.8,1.5,22.1,73.8,0.3,1.2,0.1,0.1,0
Ismail Jakobs,Monaco,23,37,1058,0.1,0.3,0.3,0.1,0.7,0,0,6.29,0,4,0.4,0.5,0.1,0.3,0,0.2,0.4,15.1,70.1,0.5,0.1,0,1.1,0
Clément Grenier,Mallorca,32,17,624,1.1,0.4,1.2,0,0.4,0.1,0,6.24,1,0,0.2,0.6,0.2,0.8,0,0.3,0.9,17.1,78.5,0.2,0.8,0,0.2,0
Patrick Osterhage,Bochum,23,20,769,0.9,0.5,0.8,0.1,1,0.2,0,6.24,0,0,0.2,0.2,0.2,0.4,0,0.3,0.7,13.2,70.8,0.2,0.2,0,0.5,0
Adam Armstrong,Southampton,26,33,1577,0.6,0.2,0.7,0,0.1,0.1,0,6.30,2,1,1.1,0.5,0.4,0.2,0.2,0.9,1.2,11.2,78.2,0.1,0.4,0,0.2,0
Angelo Fulgini,Mainz,26,28,1082,0.6,0.4,0.5,0,0.2,0,0,6.51,2,2,0.7,0.9,0.6,1.3,0,0.6,1,19.7,82.1,0.6,0.4,0.1,0.3,1
Neal Maupay,Everton,26,23,1047,0.5,0.2,0.5,0,0,0,0,6.24,1,1,1.3,0.4,0.2,0.9,0,0.7,1.9,10.6,75.3,0,0.3,0,0.7,0
Benjamin Leroy,AC Ajaccio,34,27,2349,0,0,0,0,0.9,0,0,6.24,0,0,0,0,0,0.1,0,0,0.1,24.3,57.3,0,7.4,0,0.1,1
Ángel Algobia,Getafe,23,21,1053,1.2,0.1,1.3,0,0.3,0.2,0,6.24,0,0,0.3,0.1,0.1,0.4,0,0.3,0.5,22.9,81.7,0.2,1.4,0,0.3,0
José Mari,Cadiz,35,15,328,0.9,0.3,0.3,0,0.5,0.1,0,6.24,0,0,0.2,0.3,0.2,0.5,0,0.5,0.4,11.3,82.9,0,1.6,0,0.3,0
Arnau Puigmal,Almeria,22,16,515,0.8,0.6,0.4,0,0.1,0,0,6.24,1,0,0.9,0.3,0.3,0.5,0.1,0.4,0.9,10.9,73.6,0.1,0.1,0,0.2,0
Ibrahima Diallo,Southampton,24,24,1277,1.5,0.7,1.2,0,0.5,0.1,0,6.36,0,0,0.4,0.4,0.5,0.5,0,0.7,0.9,28.5,80.6,0,1,0,0.8,0
Leander Dendoncker,Aston Villa,27,26,1084,1,0.8,0.2,0.1,0.7,0.4,0,6.48,1,0,0.3,0.4,0.2,0.1,0,0.2,0.4,27.3,89.7,0.1,1,0,0.6,0
Marcus Coco,Nantes,26,26,459,0.6,0.3,0.5,0,0.1,0.1,0,6.21,1,0,0.3,0.2,0.1,0.5,0.1,0.4,0.6,7.6,80.6,0.2,0.3,0,0.5,0
Ado Onaiwu,Toulouse,27,28,793,0.3,0,0.4,0,0.1,0,0,6.23,2,1,0.4,0.2,0.2,0.4,0.1,0.6,0.7,8.4,76.3,0,0.1,0.1,1.1,0
Agustín Rogel,Hertha Berlin,25,15,1106,1.1,0.7,1.2,0.6,2.9,0.3,0,6.23,0,1,0.3,0.1,0,0.3,0.1,0,0.5,31.2,76.7,0,2.1,0,1.9,0
Iké Ugbo,Troyes,24,18,463,0.2,0.1,0.3,0,0.1,0.1,0,6.23,2,1,0.6,0.1,0.2,0.1,0.1,0.2,0.6,3.6,69.2,0,0,0,0.2,0
Liam Henderson,Empoli,26,18,784,0.5,0.4,1.7,0,0.4,0.1,0,6.23,0,1,0.5,0.8,0,0.4,0.1,0.2,0.6,20.6,84.1,0.5,0.4,0,0.2,0
Gregoire Defrel,Sassuolo,31,18,723,0.4,0.1,0.6,0,0.2,0,0,6.22,1,0,0.6,0.4,0.3,0.5,0.2,0.6,1.1,8.4,84.1,0,0.1,0,0.1,0
Marcos André,Valencia,26,16,427,0.3,0,0.6,0,0,0.1,0,6.22,1,0,1.1,0.2,0.6,0.8,0.1,0.3,1.2,3.7,67.8,0,0,0.1,0.6,0
Kevin Spadanuda,AC Ajaccio,26,16,679,1,0.5,1.1,0,0.2,0,0,6.22,0,1,0.3,0.4,0.8,1.1,0.1,0.7,1.3,10.4,81.4,0,0.1,0,0.1,0
Michel Aebischer,Bologna,26,29,1164,0.4,0.2,0.6,0,0.2,0.1,0,6.19,1,0,0.4,0.5,0.1,0.6,0.3,0.5,0.9,16.3,80.2,0.1,0.6,0,0.2,0
Tom Cairney,Fulham,32,29,610,0.6,0.1,0.2,0,0.1,0,0,6.23,1,0,0.5,0.5,0.3,0.6,0,0.6,0.6,19.6,89.3,0.3,1.1,0,0.2,0
Florian Müller,Stuttgart,25,23,1710,0,0,0,0,0.7,0,0,6.21,0,0,0,0.1,0,0.1,0,0,0,33.3,78.7,0,6.3,0,0.2,0
Jeong Woo-Yeong,Freiburg,23,29,905,0.3,0.1,0.6,0,0.3,0,0,6.29,2,2,0.7,0.4,0.3,0.3,0,0.3,0.7,11.8,80.2,0.2,0.2,0,0.1,1
Kristoffer Askildsen,Lecce,22,19,629,0.4,0.6,0.9,0,0.3,0.2,0,6.21,0,0,0.5,0.3,0.2,0.4,0.1,0.2,0.7,11.2,65.1,0.3,0.9,0,0.9,0
Ryan Gravenberch,Bayern,20,26,575,0.7,0.3,0.5,0,0.3,0.1,0,6.30,1,0,0.5,0.4,0.4,0.3,0,0.6,0.8,14.3,83.9,0,0.4,0,0.2,0
Yannik Keitel,Freiburg,23,26,733,0.7,0.5,1.1,0,0.3,0.1,0,6.23,0,2,0.1,0.1,0.2,0.2,0,0.4,0.3,11.9,81.1,0,0.9,0,0.4,0
Nicolás Melamed,Espanyol,22,22,561,0.4,0.1,0.8,0,0,0,0,6.21,0,2,0.5,0.3,0.6,0.9,0,0.4,0.7,8.6,80,0,0.2,0,0.4,0
Kevin Lasagna,Verona,30,24,1448,0.4,0.2,1,0,0.4,0,0,6.21,1,2,2,0.6,0.5,0.8,0.6,1.4,2.1,9.2,64.7,0.1,0.1,0,0.7,0
Lebo Mothiba,Strasbourg,27,17,359,0.1,0,0.6,0,0.2,0.1,0,6.21,3,0,0.4,0.1,0.1,0.4,0,0.4,0.5,4.5,77.9,0,0,0,0.5,0
Tariq Lamptey,Brighton,22,28,836,0.7,0.6,0.4,0,0.2,0.2,0,6.32,1,0,0.4,0.2,0.3,0.8,0,0.2,0.9,14.4,85,0.2,0.2,0,0.1,1
Agustín Álvarez Martínez,Sassuolo,21,19,302,0.3,0.2,0.4,0,0.2,0.1,0,6.21,1,1,0.7,0.1,0.3,0.2,0.1,0.5,0.8,3.9,83.8,0,0.3,0,0.4,0
Cédric Avinel,AC Ajaccio,36,20,1515,0.6,0.7,0.5,0.5,3.4,0.5,0,6.20,1,0,0.2,0,0,0.1,0,0,0.1,31.5,84.9,0,1.8,0,1.5,1
Oier Zarraga,Athletic Bilbao,24,22,667,0.6,0.3,0.6,0,0.2,0,0,6.20,1,0,0.8,0.5,0.2,0.6,0,0.4,0.3,13.4,80.6,0.3,0.3,0,0.5,0
Shandon Baptiste,Brentford,25,17,585,0.8,0.4,0.6,0,0.5,0.1,0,6.32,0,1,0.4,0.5,0.5,0.7,0.1,0.5,1.2,15.6,85.8,0.2,0.8,0.1,0.2,1
Dyego Sousa,Almeria,33,15,364,0.3,0.1,0.5,0,0.5,0.1,0,6.20,0,1,0.7,0.4,0.2,0.5,0.2,0.5,1.4,7.1,68.9,0,0.1,0.1,1,0
Enzo Roco,Elche,30,19,1480,1.5,0.7,1.6,0.8,2.7,0.6,0,6.20,0,0,0.5,0.1,0.2,0.5,0,0,0.4,31.6,82,0,2.8,0.1,2.1,0
Carlos Vinícius,Fulham,28,24,781,0.1,0,0.8,0,0.3,0,0,6.21,2,1,0.7,0.4,0,0.5,0.1,0.6,1.7,6.7,63.4,0,0,0.1,0.9,0
Jean-Philippe Mateta,Crystal Palace,25,27,886,0.3,0.1,0.7,0,0.6,0,0,6.20,2,0,1,0.2,0.3,0.5,0.3,0.7,1.3,6.5,69.3,0,0,0,1.1,0
Harry Wilson,Fulham,26,32,1021,0.8,0.2,0.4,0,0.4,0,0,6.30,1,1,0.8,0.4,0.4,0.7,0,0.4,0.7,14.3,80.3,0.3,0.6,0,0.3,0
Ronaldo Vieira,Sampdoria,24,17,829,1.1,0.8,1.2,0.1,0.6,0.3,0,6.18,0,0,0.3,0,0.1,0.5,0,0.4,0.4,25.8,88.5,0.1,1.1,0,0.5,0
Hugo Duro,Valencia,23,25,1083,0.5,0.1,0.7,0,0.3,0,0,6.18,2,0,1.1,0.3,0.1,1.3,0.1,0.7,1.3,10.3,74.3,0,0.1,0,1.2,0
Robert Navarro,Real Sociedad,21,22,529,0.4,0.2,0.5,0.1,0.1,0,0,6.39,6,2,1,0.9,0.6,0.5,0.3,0.9,1.5,10.3,78.6,0.3,0.2,0,0.5,2
